ID,Name,sortId,weight,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,originEquipWep,originEquipWep1,originEquipWep11,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,saWeaponDamage,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,staminaGuardDef,reinforceTypeId,throwAtkRate,correctType_Physics,properStrength,properAgility,properMagic,properFaith,guardCutCancelRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,enableMagic,enableMiracle,isEnhance,disableGemAttr,isDualBlade,correctType_Magic,correctType_Fire,correctType_Thunder,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,swordArtsParamId,correctLuck,staminaConsumptionRate,attackElementCorrectId,correctType_Sleep,correctType_Madness,gemMountType,restrictSpecialSwordArt,materialSetId
110000,Unarmed,9999999,0,50,50,0,0,30,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,20,0,0,0,10,10,3000,0,0,0,0,0,0,0,10,10,10,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,20,0,0,10,0,0,0,10,0,10,503,0,1,10000,0,0,0,FALSE,-1
170000,Throwing Dagger,9999999,1,95,145,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201700,10,10,0,FALSE,-1
171000,Bone Dart,9999999,1,95,145,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201710,10,10,0,FALSE,-1
172000,Poisonbone Dart,9999999,1,40,80,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,65,1,201720,10,10,0,FALSE,-1
173000,Kukri,9999999,1,155,185,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,65,1,201730,10,10,0,FALSE,-1
174000,Crystal Dart,9999999,1,40,80,135,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201740,10,10,0,FALSE,-1
175000,Fan Daggers,9999999,1,95,185,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201750,10,10,0,FALSE,-1
176000,Ruin Fragment,9999999,1,155,75,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201760,10,10,0,FALSE,-1
183000,Explosive Stone,9999999,1,145,75,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201830,10,10,0,FALSE,-1
183100,Explosive Stone Clump,9999999,1,155,75,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201831,10,10,0,FALSE,-1
184000,Poisoned Stone,9999999,1,145,75,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,65,1,201840,10,10,0,FALSE,-1
184100,Poisoned Stone Clump,9999999,1,155,75,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,65,1,201841,10,10,0,FALSE,-1
300000,Ancestral Infant's Head,9999999,1,0,0,160,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,203000,10,10,0,FALSE,-1
301000,Omen Bairn,9999999,1,0,0,30,55,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,4,10,0,0,0,10,0,0,0,0,1,203010,10,10,0,FALSE,-1
301100,Regal Omen Bairn,9999999,1,0,0,105,115,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,4,10,0,0,0,10,0,0,0,0,1,203011,10,10,0,FALSE,-1
302000,Miranda's Prayer,9999999,1,0,0,0,185,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,4,10,0,0,0,10,0,0,0,0,1,203020,10,10,0,FALSE,-1
303000,Cuckoo Glintstone,9999999,1,0,0,135,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,203030,10,10,0,FALSE,-1
305000,Glintstone Scrap,9999999,1,0,0,135,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,203050,10,10,0,FALSE,-1
305100,Large Glintstone Scrap,9999999,1,0,0,145,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,203051,10,10,0,FALSE,-1
306000,Gravity Stone Fan,9999999,1,85,0,135,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,203060,10,10,0,FALSE,-1
307000,Gravity Stone Chunk,9999999,1,85,0,135,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,203070,10,10,0,FALSE,-1
308000,Wraith Calling Bell,9999999,1,0,0,30,55,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,203080,10,10,0,FALSE,-1
351000,Spark Aromatic,9999999,1,25,140,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,0,0,10,0,0,0,10,0,0,0,0,1,203510,10,10,0,FALSE,-1
358000,Poison Spraymist,9999999,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,65,1,203580,10,10,0,FALSE,-1
361000,Acid Spraymist,9999999,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,65,1,203610,10,10,0,FALSE,-1
470000,Innard Meat,9999999,1,25,0,25,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,25,1,20201700,10,10,0,FALSE,-1
471000,Dragon Communion Harpoon,9999999,1,140,60,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.2,1.5,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201730,10,10,0,FALSE,-1
472000,Roundrock,9999999,1,170,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,201700,10,10,0,FALSE,-1
502000,Lamenter's Mask - Attack,9999999,1,100,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,20202031,10,10,0,FALSE,-1
600000,Spritestone,9999999,1,0,0,78,78,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,4,10,0,0,0,10,0,0,0,174,1,20203001,10,10,0,FALSE,-1
613000,Horned Bairn,9999999,1,0,0,30,55,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,4,10,0,0,0,10,0,0,0,0,1,203010,10,10,0,FALSE,-1
614000,Perfumed Oil of Ranah,9999999,1,0,170,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,200300,10,10,0,FALSE,-1
615000,Call of Tibia,9999999,1,0,0,58,58,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,10,0,0,0,10,0,0,0,0,1,200650,10,10,0,FALSE,-1
616000,Surging Frenzied Flame,9999999,1,25,25,25,25,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,0,0,10,0,0,0,10,0,0,0,0,1,20200620,10,10,0,FALSE,-1
618000,Fire Coil,9999999,1,0,0,0,210,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,0,0,10,0,0,0,10,0,0,0,0,1,200302,10,10,0,FALSE,-1
619000,Fire Spritestone,9999999,1,0,0,78,78,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,0,0,10,0,0,0,10,0,0,0,174,1,20203190,10,10,0,FALSE,-1
